X,Y,Z
123120,120630,913
123150,120630,882
123180,120630,864
123210,120630,859
123240,120630,870
123270,120630,902
123300,120630,932
123330,120630,964
123360,120630,1002
123390,120630,1032
123420,120630,1047
123450,120630,1052
123480,120630,1059
123510,120630,1070
123540,120630,1082
123570,120630,1093
123600,120630,1108
123630,120630,1115
123660,120630,1119
123690,120630,1128
123720,120630,1136
123750,120630,1141
123780,120630,1132
123810,120630,1115
123840,120630,1098
123870,120630,1098
123900,120630,1115
123930,120630,1128
123960,120630,1138
123990,120630,1159
124020,120630,1187
124050,120630,1221
124080,120630,1261
124110,120630,1299
124140,120630,1354
124170,120630,1387
124200,120630,1409
124230,120630,1425
124260,120630,1441
124290,120630,1451
124320,120630,1460
124350,120630,1470
124380,120630,1463
124410,120630,1437
124440,120630,1400
124470,120630,1386
120000,120660,609
120030,120660,596
120060,120660,595
120090,120660,600
120120,120660,597
120150,120660,599
120180,120660,588
120210,120660,581
120240,120660,575
120270,120660,566
120300,120660,563
120330,120660,565
120360,120660,559
120390,120660,548
120420,120660,536
120450,120660,531
120480,120660,533
120510,120660,529
120540,120660,516
120570,120660,502
120600,120660,495
120630,120660,485
120660,120660,475
120690,120660,466
120720,120660,460
120750,120660,453
120780,120660,451
120810,120660,428
120840,120660,392
120870,120660,368
120900,120660,355
120930,120660,348
120960,120660,348
120990,120660,347
121020,120660,347
121050,120660,345
121080,120660,346
121110,120660,346
121140,120660,347
121170,120660,353
121200,120660,358
121230,120660,359
121260,120660,360
121290,120660,368
121320,120660,370
121350,120660,360
121380,120660,350
121410,120660,345
121440,120660,345
121470,120660,345
121500,120660,346
121530,120660,348
121560,120660,348
121590,120660,351
121620,120660,354
121650,120660,355
121680,120660,351
121710,120660,354
121740,120660,368
121770,120660,374
121800,120660,371
121830,120660,369
121860,120660,372
121890,120660,374
121920,120660,376
121950,120660,385
121980,120660,390
122010,120660,385
122040,120660,390
122070,120660,412
122100,120660,426
122130,120660,443
122160,120660,453
122190,120660,462
122220,120660,467
122250,120660,468
122280,120660,474
122310,120660,493
122340,120660,514
122370,120660,516
122400,120660,515
122430,120660,512
122460,120660,515
122490,120660,529
122520,120660,541
122550,120660,551
122580,120660,558
122610,120660,578
122640,120660,597
122670,120660,610
122700,120660,625
122730,120660,639
122760,120660,654
122790,120660,670
122820,120660,696
122850,120660,722
122880,120660,752
122910,120660,778
122940,120660,801
122970,120660,829
123000,120660,858
123030,120660,883
123060,120660,908
123090,120660,928
123120,120660,945
123150,120660,955
123180,120660,945
123210,120660,919
123240,120660,912
123270,120660,953
123300,120660,989
123330,120660,1012
123360,120660,1049
123390,120660,1078
123420,120660,1092
123450,120660,1105
123480,120660,1116
123510,120660,1122
123540,120660,1130
123570,120660,1134
123600,120660,1141
123630,120660,1151
123660,120660,1159
123690,120660,1160
123720,120660,1162
123750,120660,1160
123780,120660,1158
123810,120660,1143
123840,120660,1119
123870,120660,1101
123900,120660,1114
123930,120660,1132
123960,120660,1145
123990,120660,1162
124020,120660,1188
124050,120660,1235
124080,120660,1286
124110,120660,1326
124140,120660,1365
124170,120660,1387
124200,120660,1401
124230,120660,1418
124260,120660,1435
124290,120660,1442
124320,120660,1448
124350,120660,1460
124380,120660,1478
124410,120660,1488
124440,120660,1477
124470,120660,1452
120000,120690,574
120030,120690,563
120060,120690,564
120090,120690,569
120120,120690,573
120150,120690,571
120180,120690,567
120210,120690,567
120240,120690,562
120270,120690,556
120300,120690,553
120330,120690,547
120360,120690,539
120390,120690,527
120420,120690,513
120450,120690,509
120480,120690,511
120510,120690,499
120540,120690,487
120570,120690,476
120600,120690,467
120630,120690,456
120660,120690,449
120690,120690,446
120720,120690,444
120750,120690,434
120780,120690,430
120810,120690,395
120840,120690,371
120870,120690,355
120900,120690,348
120930,120690,348
120960,120690,347
120990,120690,344
121020,120690,345
121050,120690,345
121080,120690,346
121110,120690,347
121140,120690,350
121170,120690,356
121200,120690,358
121230,120690,358
121260,120690,361
121290,120690,363
121320,120690,356
121350,120690,349
121380,120690,344
121410,120690,345
121440,120690,346
121470,120690,347
121500,120690,350
121530,120690,351
121560,120690,349
121590,120690,352
121620,120690,356
121650,120690,360
121680,120690,366
121710,120690,370
121740,120690,372
121770,120690,374
121800,120690,378
121830,120690,385
121860,120690,397
121890,120690,389
121920,120690,383
121950,120690,391
121980,120690,397
122010,120690,396
122040,120690,409
122070,120690,430
122100,120690,443
122130,120690,452
122160,120690,460
122190,120690,469
122220,120690,478
122250,120690,483
122280,120690,487
122310,120690,507
122340,120690,525
122370,120690,540
122400,120690,539
122430,120690,533
122460,120690,536
122490,120690,547
122520,120690,561
122550,120690,568
122580,120690,577
122610,120690,596
122640,120690,607
122670,120690,623
122700,120690,635
122730,120690,656
122760,120690,674
122790,120690,694
122820,120690,710
122850,120690,727
122880,120690,751
122910,120690,777
122940,120690,802
122970,120690,828
123000,120690,856
123030,120690,876
123060,120690,898
123090,120690,918
123120,120690,941
123150,120690,968
123180,120690,996
123210,120690,997
123240,120690,976
123270,120690,998
123300,120690,1038
123330,120690,1066
123360,120690,1106
123390,120690,1126
123420,120690,1142
123450,120690,1152
123480,120690,1162
123510,120690,1167
123540,120690,1176
123570,120690,1180
123600,120690,1179
123630,120690,1184
123660,120690,1192
123690,120690,1195
123720,120690,1195
123750,120690,1193
123780,120690,1182
123810,120690,1167
123840,120690,1138
123870,120690,1117
123900,120690,1122
123930,120690,1140
123960,120690,1158
123990,120690,1178
124020,120690,1234
124050,120690,1281
124080,120690,1309
124110,120690,1338
124140,120690,1370
124170,120690,1383
124200,120690,1392
124230,120690,1401
124260,120690,1411
124290,120690,1418
124320,120690,1425
124350,120690,1440
124380,120690,1464
124410,120690,1487
124440,120690,1503
124470,120690,1509
120000,120720,537
120030,120720,537
120060,120720,541
120090,120720,544
120120,120720,555
120150,120720,558
120180,120720,553
120210,120720,549
120240,120720,545
120270,120720,536
120300,120720,524
120330,120720,515
120360,120720,507
120390,120720,495
120420,120720,484
120450,120720,476
120480,120720,476
120510,120720,469
120540,120720,458
120570,120720,448
120600,120720,440
120630,120720,431
120660,120720,422
120690,120720,415
120720,120720,411
120750,120720,405
120780,120720,394
120810,120720,367
120840,120720,350
120870,120720,350
120900,120720,346
120930,120720,344
120960,120720,344
120990,120720,343
121020,120720,345
121050,120720,345
121080,120720,345
121110,120720,347
121140,120720,353
121170,120720,356
121200,120720,353
121230,120720,359
121260,120720,360
121290,120720,351
121320,120720,346
121350,120720,344
121380,120720,344
121410,120720,344
121440,120720,346
121470,120720,350
121500,120720,354
121530,120720,352
121560,120720,350
121590,120720,355
121620,120720,357
121650,120720,359
121680,120720,360
121710,120720,367
121740,120720,375
121770,120720,382
121800,120720,391
121830,120720,398
121860,120720,401
121890,120720,400
121920,120720,400
121950,120720,401
121980,120720,407
122010,120720,422
122040,120720,433
122070,120720,443
122100,120720,456
122130,120720,460
122160,120720,465
122190,120720,473
122220,120720,482
122250,120720,490
122280,120720,505
122310,120720,519
122340,120720,531
122370,120720,545
122400,120720,557
122430,120720,564
122460,120720,561
122490,120720,573
122520,120720,584
122550,120720,590
122580,120720,598
122610,120720,610
122640,120720,624
122670,120720,637
122700,120720,652
122730,120720,675
122760,120720,690
122790,120720,703
122820,120720,717
122850,120720,735
122880,120720,754
122910,120720,772
122940,120720,793
122970,120720,819
123000,120720,844
123030,120720,868
123060,120720,886
123090,120720,907
123120,120720,936
123150,120720,982
123180,120720,1028
123210,120720,1041
123240,120720,1041
123270,120720,1057
123300,120720,1077
123330,120720,1121
123360,120720,1160
123390,120720,1176
123420,120720,1186
123450,120720,1193
123480,120720,1203
123510,120720,1216
123540,120720,1227
123570,120720,1232
123600,120720,1229
123630,120720,1229
123660,120720,1231
123690,120720,1232
123720,120720,1227
123750,120720,1220
123780,120720,1209
123810,120720,1190
123840,120720,1164
123870,120720,1140
123900,120720,1140
123930,120720,1162
123960,120720,1182
123990,120720,1218
124020,120720,1277
124050,120720,1313
124080,120720,1339
124110,120720,1357
124140,120720,1364
124170,120720,1370
124200,120720,1378
124230,120720,1383
124260,120720,1391
124290,120720,1398
124320,120720,1407
124350,120720,1425
124380,120720,1450
124410,120720,1476
124440,120720,1493
124470,120720,1506
120000,120750,528
120030,120750,532
120060,120750,535
120090,120750,540
120120,120750,546
120150,120750,543
120180,120750,541
120210,120750,536
120240,120750,528
120270,120750,511
120300,120750,499
120330,120750,487
120360,120750,473
120390,120750,463
120420,120750,457
120450,120750,447
120480,120750,440
120510,120750,435
120540,120750,426
120570,120750,415
120600,120750,406
120630,120750,400
120660,120750,394
120690,120750,383
120720,120750,375
120750,120750,363
120780,120750,351
120810,120750,344
120840,120750,341
120870,120750,341
120900,120750,339
120930,120750,340
120960,120750,341
120990,120750,341
121020,120750,342
121050,120750,343
121080,120750,343
121110,120750,343
121140,120750,345
121170,120750,345
121200,120750,345
121230,120750,351
121260,120750,349
121290,120750,345
121320,120750,344
121350,120750,343
121380,120750,343
121410,120750,343
121440,120750,344
121470,120750,351
121500,120750,355
121530,120750,353
121560,120750,354
121590,120750,358
121620,120750,362
121650,120750,368
121680,120750,370
121710,120750,378
121740,120750,388
121770,120750,391
121800,120750,397
121830,120750,399
121860,120750,403
121890,120750,403
121920,120750,404
121950,120750,406
121980,120750,417
122010,120750,439
122040,120750,451
122070,120750,465
122100,120750,471
122130,120750,473
122160,120750,480
122190,120750,488
122220,120750,490
122250,120750,492
122280,120750,501
122310,120750,515
122340,120750,532
122370,120750,552
122400,120750,576
122430,120750,593
122460,120750,597
122490,120750,590
122520,120750,590
122550,120750,598
122580,120750,610
122610,120750,620
122640,120750,640
122670,120750,661
122700,120750,676
122730,120750,692
122760,120750,708
122790,120750,721
122820,120750,734
122850,120750,749
122880,120750,763
122910,120750,777
122940,120750,796
122970,120750,817
123000,120750,837
123030,120750,857
123060,120750,875
123090,120750,901
123120,120750,936
123150,120750,987
123180,120750,1032
123210,120750,1059
123240,120750,1074
123270,120750,1096
123300,120750,1131
123330,120750,1173
123360,120750,1208
123390,120750,1223
123420,120750,1232
123450,120750,1241
123480,120750,1256
123510,120750,1269
123540,120750,1271
123570,120750,1274
123600,120750,1273
123630,120750,1273
123660,120750,1270
123690,120750,1265
123720,120750,1255
123750,120750,1240
123780,120750,1221
123810,120750,1203
123840,120750,1184
123870,120750,1164
123900,120750,1164
123930,120750,1188
123960,120750,1214
123990,120750,1253
124020,120750,1301
124050,120750,1336
124080,120750,1354
124110,120750,1354
124140,120750,1354
124170,120750,1358
124200,120750,1364
124230,120750,1372
124260,120750,1381
124290,120750,1392
124320,120750,1408
124350,120750,1424
124380,120750,1443
124410,120750,1463
124440,120750,1477
124470,120750,1491
120000,120780,518
120030,120780,526
120060,120780,528
120090,120780,538
120120,120780,545
120150,120780,537
120180,120780,523
120210,120780,510
120240,120780,501
120270,120780,487
120300,120780,478
120330,120780,469
120360,120780,456
120390,120780,448
120420,120780,440
120450,120780,420
120480,120780,415
120510,120780,410
120540,120780,403
120570,120780,394
120600,120780,387
120630,120780,380
120660,120780,368
120690,120780,355
120720,120780,348
120750,120780,344
120780,120780,342
120810,120780,342
120840,120780,340
120870,120780,339
120900,120780,338
120930,120780,340
120960,120780,341
120990,120780,342
121020,120780,342
121050,120780,341
121080,120780,342
121110,120780,342
121140,120780,343
121170,120780,346
121200,120780,349
121230,120780,349
121260,120780,343
121290,120780,343
121320,120780,343
121350,120780,343
121380,120780,345
121410,120780,345
121440,120780,348
121470,120780,353
121500,120780,353
121530,120780,354
121560,120780,359
121590,120780,364
121620,120780,373
121650,120780,381
121680,120780,389
121710,120780,395
121740,120780,397
121770,120780,403
121800,120780,399
121830,120780,399
121860,120780,404
121890,120780,408
121920,120780,411
121950,120780,411
121980,120780,424
122010,120780,449
122040,120780,464
122070,120780,470
122100,120780,473
122130,120780,473
122160,120780,486
122190,120780,496
122220,120780,493
122250,120780,493
122280,120780,494
122310,120780,507
122340,120780,532
122370,120780,556
122400,120780,581
122430,120780,602
122460,120780,608
122490,120780,601
122520,120780,594
122550,120780,606
122580,120780,620
122610,120780,637
122640,120780,658
122670,120780,679
122700,120780,690
122730,120780,714
122760,120780,732
122790,120780,746
122820,120780,759
122850,120780,771
122880,120780,780
122910,120780,791
122940,120780,807
122970,120780,824
123000,120780,840
123030,120780,861
123060,120780,884
123090,120780,911
123120,120780,944
123150,120780,986
123180,120780,1020
123210,120780,1050
123240,120780,1078
123270,120780,1118
123300,120780,1172
123330,120780,1211
123360,120780,1246
123390,120780,1267
123420,120780,1279
123450,120780,1294
123480,120780,1299
123510,120780,1307
123540,120780,1308
123570,120780,1307
123600,120780,1303
123630,120780,1301
123660,120780,1299
123690,120780,1284
123720,120780,1265
123750,120780,1250
123780,120780,1233
123810,120780,1219
123840,120780,1203
123870,120780,1192
123900,120780,1198
123930,120780,1219
123960,120780,1255
123990,120780,1294
124020,120780,1326
124050,120780,1344
124080,120780,1348
124110,120780,1345
124140,120780,1343
124170,120780,1351
124200,120780,1365
124230,120780,1376
124260,120780,1390
124290,120780,1402
124320,120780,1412
124350,120780,1422
124380,120780,1432
124410,120780,1448
124440,120780,1462
124470,120780,1476
120000,120810,495
120030,120810,498
120060,120810,504
120090,120810,514
120120,120810,516
120150,120810,510
120180,120810,499
120210,120810,482
120240,120810,471
120270,120810,464
120300,120810,458
120330,120810,450
120360,120810,440
120390,120810,433
120420,120810,416
120450,120810,396
120480,120810,391
120510,120810,390
120540,120810,385
120570,120810,380
120600,120810,373
120630,120810,358
120660,120810,345
120690,120810,342
120720,120810,340
120750,120810,339
120780,120810,340
120810,120810,341
120840,120810,339
120870,120810,338
120900,120810,338
120930,120810,339
120960,120810,340
120990,120810,341
121020,120810,341
121050,120810,344
121080,120810,346
121110,120810,347
121140,120810,344
121170,120810,342
121200,120810,340
121230,120810,340
121260,120810,343
121290,120810,342
121320,120810,343
121350,120810,344
121380,120810,345
121410,120810,347
121440,120810,350
121470,120810,353
121500,120810,354
121530,120810,361
121560,120810,371
121590,120810,375
121620,120810,378
121650,120810,383
121680,120810,391
121710,120810,402
121740,120810,416
121770,120810,416
121800,120810,411
121830,120810,409
121860,120810,412
121890,120810,414
121920,120810,420
121950,120810,432
121980,120810,443
122010,120810,448
122040,120810,454
122070,120810,459
122100,120810,464
122130,120810,470
122160,120810,483
122190,120810,490
122220,120810,492
122250,120810,498
122280,120810,501
122310,120810,506
122340,120810,535
122370,120810,570
122400,120810,591
122430,120810,608
122460,120810,611
122490,120810,606
122520,120810,605
122550,120810,616
122580,120810,637
122610,120810,656
122640,120810,678
122670,120810,692
122700,120810,714
122730,120810,731
122760,120810,749
122790,120810,769
122820,120810,785
122850,120810,798
122880,120810,810
122910,120810,816
122940,120810,825
122970,120810,836
123000,120810,848
123030,120810,874
123060,120810,901
123090,120810,926
123120,120810,959
123150,120810,994
123180,120810,1020
123210,120810,1050
123240,120810,1080
123270,120810,1124
123300,120810,1177
123330,120810,1222
123360,120810,1264
123390,120810,1293
123420,120810,1315
123450,120810,1338
123480,120810,1348
123510,120810,1354
123540,120810,1351
123570,120810,1337
123600,120810,1320
123630,120810,1315
123660,120810,1307
123690,120810,1284
123720,120810,1267
123750,120810,1252
123780,120810,1243
123810,120810,1234
123840,120810,1227
123870,120810,1228
123900,120810,1249
123930,120810,1271
123960,120810,1304
123990,120810,1327
124020,120810,1335
124050,120810,1331
124080,120810,1332
124110,120810,1333
124140,120810,1336
124170,120810,1352
124200,120810,1367
124230,120810,1379
124260,120810,1390
124290,120810,1399
124320,120810,1405
124350,120810,1410
124380,120810,1421
124410,120810,1432
124440,120810,1446
124470,120810,1460
120000,120840,472
120030,120840,469
120060,120840,469
120090,120840,473
120120,120840,467
120150,120840,467
120180,120840,463
120210,120840,459
120240,120840,450
120270,120840,443
120300,120840,436
120330,120840,432
120360,120840,423
120390,120840,412
120420,120840,399
120450,120840,380
120480,120840,374
120510,120840,370
120540,120840,364
120570,120840,357
120600,120840,350
120630,120840,344
120660,120840,341
120690,120840,342
120720,120840,342
120750,120840,340
120780,120840,339
120810,120840,339
120840,120840,339
120870,120840,339
120900,120840,340
120930,120840,340
120960,120840,343
120990,120840,344
121020,120840,346
121050,120840,346
121080,120840,344
121110,120840,342
121140,120840,341
121170,120840,340
121200,120840,340
121230,120840,340
121260,120840,341
121290,120840,344
121320,120840,346
121350,120840,346
121380,120840,347
121410,120840,352
121440,120840,353
121470,120840,358
121500,120840,370
121530,120840,374
121560,120840,377
121590,120840,383
121620,120840,387
121650,120840,396
121680,120840,408
121710,120840,416
121740,120840,420
121770,120840,423
121800,120840,420
121830,120840,421
121860,120840,425
121890,120840,430
121920,120840,435
121950,120840,451
121980,120840,461
122010,120840,463
122040,120840,471
122070,120840,480
122100,120840,497
122130,120840,510
122160,120840,515
122190,120840,513
122220,120840,508
122250,120840,509
122280,120840,515
122310,120840,527
122340,120840,555
122370,120840,575
122400,120840,587
122430,120840,602
122460,120840,612
122490,120840,615
122520,120840,615
122550,120840,633
122580,120840,663
122610,120840,678
122640,120840,689
122670,120840,701
122700,120840,720
122730,120840,741
122760,120840,760
122790,120840,781
122820,120840,799
122850,120840,812
122880,120840,825
122910,120840,840
122940,120840,848
122970,120840,854
123000,120840,866
123030,120840,882
123060,120840,902
123090,120840,933
123120,120840,969
123150,120840,1005
123180,120840,1031
123210,120840,1055
123240,120840,1083
123270,120840,1130
123300,120840,1171
123330,120840,1212
123360,120840,1254
123390,120840,1288
123420,120840,1326
123450,120840,1361
123480,120840,1385
123510,120840,1392
123540,120840,1378
123570,120840,1360
123600,120840,1340
123630,120840,1323
123660,120840,1306
123690,120840,1287
123720,120840,1274
123750,120840,1261
123780,120840,1255
123810,120840,1258
123840,120840,1275
123870,120840,1291
123900,120840,1299
123930,120840,1307
123960,120840,1325
123990,120840,1331
124020,120840,1323
124050,120840,1317
124080,120840,1313
124110,120840,1316
124140,120840,1332
124170,120840,1348
124200,120840,1360
124230,120840,1375
124260,120840,1384
124290,120840,1388
124320,120840,1387
124350,120840,1397
124380,120840,1408
124410,120840,1423
124440,120840,1436
124470,120840,1447
120000,120870,455
120030,120870,449
120060,120870,436
120090,120870,422
120120,120870,417
120150,120870,427
120180,120870,438
120210,120870,438
120240,120870,431
120270,120870,425
120300,120870,414
120330,120870,409
120360,120870,406
120390,120870,396
120420,120870,384
120450,120870,364
120480,120870,365
120510,120870,359
120540,120870,354
120570,120870,349
120600,120870,346
120630,120870,340
120660,120870,339
120690,120870,339
120720,120870,340
120750,120870,338
120780,120870,338
120810,120870,337
120840,120870,338
120870,120870,338
120900,120870,339
120930,120870,342
120960,120870,346
120990,120870,347
121020,120870,347
121050,120870,346
121080,120870,341
121110,120870,340
121140,120870,340
121170,120870,339
121200,120870,342
121230,120870,341
121260,120870,342
121290,120870,344
121320,120870,345
121350,120870,344
121380,120870,348
121410,120870,355
121440,120870,367
121470,120870,376
121500,120870,382
121530,120870,384
121560,120870,394
121590,120870,405
121620,120870,412
121650,120870,420
121680,120870,429
121710,120870,433
121740,120870,437
121770,120870,438
121800,120870,432
121830,120870,433
121860,120870,439
121890,120870,440
121920,120870,446
121950,120870,462
121980,120870,478
122010,120870,490
122040,120870,504
122070,120870,515
122100,120870,525
122130,120870,536
122160,120870,541
122190,120870,542
122220,120870,527
122250,120870,520
122280,120870,532
122310,120870,547
122340,120870,562
122370,120870,575
122400,120870,593
122430,120870,611
122460,120870,624
122490,120870,631
122520,120870,632
122550,120870,655
122580,120870,678
122610,120870,696
122640,120870,711
122670,120870,722
122700,120870,737
122730,120870,755
122760,120870,774
122790,120870,792
122820,120870,807
122850,120870,821
122880,120870,833
122910,120870,844
122940,120870,854
122970,120870,869
123000,120870,883
123030,120870,905
123060,120870,927
123090,120870,956
123120,120870,982
123150,120870,1006
123180,120870,1030
123210,120870,1056
123240,120870,1086
123270,120870,1126
123300,120870,1162
123330,120870,1206
123360,120870,1237
123390,120870,1273
123420,120870,1306
123450,120870,1346
123480,120870,1384
123510,120870,1401
123540,120870,1391
123570,120870,1371
123600,120870,1347
123630,120870,1323
123660,120870,1304
123690,120870,1291
123720,120870,1283
123750,120870,1278
123780,120870,1288
123810,120870,1305
123840,120870,1318
123870,120870,1326
123900,120870,1328
123930,120870,1330
123960,120870,1324
123990,120870,1316
124020,120870,1308
124050,120870,1298
124080,120870,1296
124110,120870,1307
124140,120870,1323
124170,120870,1339
124200,120870,1353
124230,120870,1363
124260,120870,1366
124290,120870,1366
124320,120870,1372
124350,120870,1382
124380,120870,1395
124410,120870,1405
124440,120870,1417
124470,120870,1429
120000,120900,442
120030,120900,433
120060,120900,421
120090,120900,411
120120,120900,403
120150,120900,411
120180,120900,417
120210,120900,416
120240,120900,408
120270,120900,407
120300,120900,403
120330,120900,399
120360,120900,395
120390,120900,391
120420,120900,377
120450,120900,360
120480,120900,358
120510,120900,353
120540,120900,351
120570,120900,349
120600,120900,350
120630,120900,345
120660,120900,347
120690,120900,347
120720,120900,344
120750,120900,340
120780,120900,338
120810,120900,337
120840,120900,338
120870,120900,342
120900,120900,347
120930,120900,348
120960,120900,348
120990,120900,347
121020,120900,346
121050,120900,340
121080,120900,339
121110,120900,339
121140,120900,339
121170,120900,338
121200,120900,340
121230,120900,343
121260,120900,346
121290,120900,347
121320,120900,345
121350,120900,353
121380,120900,363
121410,120900,372
121440,120900,380
121470,120900,389
121500,120900,395
121530,120900,399
121560,120900,405
121590,120900,420
121620,120900,424
121650,120900,431
121680,120900,436
121710,120900,438
121740,120900,440
121770,120900,442
121800,120900,445
121830,120900,447
121860,120900,449
121890,120900,453
121920,120900,460
121950,120900,480
121980,120900,503
122010,120900,529
122040,120900,547
122070,120900,555
122100,120900,559
122130,120900,558
122160,120900,564
122190,120900,569
122220,120900,547
122250,120900,529
122280,120900,540
122310,120900,559
122340,120900,568
122370,120900,583
122400,120900,608
122430,120900,629
122460,120900,652
122490,120900,662
122520,120900,660
122550,120900,672
122580,120900,686
122610,120900,702
122640,120900,721
122670,120900,737
122700,120900,753
122730,120900,778
122760,120900,793
122790,120900,807
122820,120900,823
122850,120900,833
122880,120900,843
122910,120900,855
122940,120900,870
122970,120900,886
123000,120900,902
123030,120900,914
123060,120900,938
123090,120900,977
123120,120900,1010
123150,120900,1029
123180,120900,1053
123210,120900,1081
123240,120900,1112
123270,120900,1140
123300,120900,1164
123330,120900,1195
123360,120900,1227
123390,120900,1260
123420,120900,1293
123450,120900,1334
123480,120900,1384
123510,120900,1410
123540,120900,1402
123570,120900,1382
123600,120900,1361
123630,120900,1335
123660,120900,1316
123690,120900,1309
123720,120900,1306
123750,120900,1320
123780,120900,1337
123810,120900,1343
123840,120900,1340
123870,120900,1338
123900,120900,1334
123930,120900,1329
123960,120900,1315
123990,120900,1300
124020,120900,1291
124050,120900,1287
124080,120900,1291
124110,120900,1305
124140,120900,1312
124170,120900,1321
124200,120900,1334
124230,120900,1344
124260,120900,1350
124290,120900,1350
124320,120900,1356
124350,120900,1362
124380,120900,1366
124410,120900,1376
124440,120900,1388
124470,120900,1403
120000,120930,428
120030,120930,417
120060,120930,406
120090,120930,400
120120,120930,402
120150,120930,400
120180,120930,399
120210,120930,401
120240,120930,399
120270,120930,397
120300,120930,393
120330,120930,387
120360,120930,386
120390,120930,377
120420,120930,368
120450,120930,357
120480,120930,354
120510,120930,357
120540,120930,355
120570,120930,350
120600,120930,347
120630,120930,341
120660,120930,344
120690,120930,344
120720,120930,346
120750,120930,344
120780,120930,342
120810,120930,341
120840,120930,343
120870,120930,348
120900,120930,351
120930,120930,351
120960,120930,349
120990,120930,344
121020,120930,339
121050,120930,337
121080,120930,339
121110,120930,338
121140,120930,338
121170,120930,339
121200,120930,340
121230,120930,343
121260,120930,348
121290,120930,357
121320,120930,366
121350,120930,375
121380,120930,382
121410,120930,387
121440,120930,397
121470,120930,408
121500,120930,414
121530,120930,420
121560,120930,425
121590,120930,433
121620,120930,436
121650,120930,446
121680,120930,451
121710,120930,453
121740,120930,454
121770,120930,458
121800,120930,462
121830,120930,466
121860,120930,472
121890,120930,479
121920,120930,486
121950,120930,506
121980,120930,533
122010,120930,557
122040,120930,571
122070,120930,577
122100,120930,584
122130,120930,590
122160,120930,594
122190,120930,601
122220,120930,592
122250,120930,567
122280,120930,545
122310,120930,556
122340,120930,572
122370,120930,593
122400,120930,616
122430,120930,641
122460,120930,666
122490,120930,677
122520,120930,678
122550,120930,685
122580,120930,692
122610,120930,706
122640,120930,724
122670,120930,743
122700,120930,762
122730,120930,782
122760,120930,801
122790,120930,819
122820,120930,840
122850,120930,855
122880,120930,867
122910,120930,873
122940,120930,881
122970,120930,898
123000,120930,910
123030,120930,919
123060,120930,947
123090,120930,987
123120,120930,1025
123150,120930,1050
123180,120930,1080
123210,120930,1116
123240,120930,1146
123270,120930,1174
123300,120930,1200
123330,120930,1223
123360,120930,1250
123390,120930,1274
123420,120930,1301
123450,120930,1338
123480,120930,1381
123510,120930,1413
123540,120930,1417
123570,120930,1401
123600,120930,1379
123630,120930,1359
123660,120930,1346
123690,120930,1352
123720,120930,1361
123750,120930,1364
123780,120930,1354
123810,120930,1345
123840,120930,1339
123870,120930,1328
123900,120930,1316
123930,120930,1311
123960,120930,1304
123990,120930,1286
124020,120930,1277
124050,120930,1271
124080,120930,1274
124110,120930,1292
124140,120930,1299
124170,120930,1301
124200,120930,1312
124230,120930,1325
124260,120930,1332
124290,120930,1329
124320,120930,1329
124350,120930,1332
124380,120930,1340
124410,120930,1355
124440,120930,1378
124470,120930,1399
120000,120960,402
120030,120960,391
120060,120960,381
120090,120960,377
120120,120960,379
120150,120960,380
120180,120960,380
120210,120960,377
120240,120960,375
120270,120960,374
120300,120960,376
120330,120960,378
120360,120960,373
120390,120960,372
120420,120960,363
120450,120960,346
120480,120960,340
120510,120960,342
120540,120960,343
120570,120960,353
120600,120960,355
120630,120960,342
120660,120960,337
120690,120960,339
120720,120960,340
120750,120960,341
120780,120960,340
120810,120960,343
120840,120960,347
120870,120960,353
120900,120960,354
120930,120960,349
120960,120960,344
120990,120960,340
121020,120960,339
121050,120960,339
121080,120960,339
121110,120960,338
121140,120960,339
121170,120960,341
121200,120960,347
121230,120960,355
121260,120960,368
121290,120960,377
121320,120960,390
121350,120960,397
121380,120960,401
121410,120960,409
121440,120960,414
121470,120960,417
121500,120960,421
121530,120960,429
121560,120960,439
121590,120960,446
121620,120960,450
121650,120960,456
121680,120960,464
121710,120960,479
121740,120960,496
121770,120960,505
121800,120960,508
121830,120960,509
121860,120960,516
121890,120960,523
121920,120960,535
121950,120960,552
121980,120960,571
122010,120960,579
122040,120960,581
122070,120960,575
122100,120960,581
122130,120960,600
122160,120960,616
122190,120960,623
122220,120960,625
122250,120960,605
122280,120960,571
122310,120960,558
122340,120960,579
122370,120960,609
122400,120960,625
122430,120960,646
122460,120960,668
122490,120960,673
122520,120960,674
122550,120960,680
122580,120960,693
122610,120960,708
122640,120960,729
122670,120960,748
122700,120960,765
122730,120960,785
122760,120960,813
122790,120960,838
122820,120960,855
122850,120960,867
122880,120960,876
122910,120960,884
122940,120960,893
122970,120960,900
123000,120960,906
123030,120960,921
123060,120960,952
123090,120960,994
123120,120960,1034
123150,120960,1063
123180,120960,1104
123210,120960,1138
123240,120960,1171
123270,120960,1207
123300,120960,1246
123330,120960,1267
123360,120960,1284
123390,120960,1307
123420,120960,1326
123450,120960,1363
123480,120960,1409
123510,120960,1448
123540,120960,1435
123570,120960,1432
123600,120960,1414
123630,120960,1392
123660,120960,1391
123690,120960,1394
123720,120960,1387
123750,120960,1368
123780,120960,1352
123810,120960,1340
123840,120960,1328
123870,120960,1311
123900,120960,1300
123930,120960,1296
123960,120960,1287
123990,120960,1274
124020,120960,1264
124050,120960,1252
124080,120960,1252
124110,120960,1264
124140,120960,1272
